year,GP,GS,minutes,oRebounds,PF,fgAttempted,ftMade,threeAttempted,dq,PostGP,PostGS,PostoRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostftAttempted,PostthreeAttempted,PostDQ,total_rebounds,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
3,32,2,480,31,59,96,34,2,0,3,0,6,21,4,0,2,5,9,8,1,0,140,28,12,27,0.4473684210526316,0.6307692307692307,0,3.71875,0.375,0.6875,0.375,0.227803738317757,1,snowmi01w,HOU,C
4,34,34,1025,76,120,253,62,1,2,3,3,12,29,5,4,4,5,10,8,0,0,292,66,39,73,0.4892086330935252,0.7204301075268817,1,7.735294117647059,1.0294117647058822,2.0,0.7536764705882353,0.5112699285321605,1,snowmi01w,HOU,C
5,31,31,893,62,89,229,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,35,28,71,0.45414847161572053,0.6017699115044248,0,7.709677419354839,0.9032258064516129,2.2903225806451615,0.7201612903225807,0.3165511003919204,0,snowmi01w,HOU,C
6,33,33,966,68,120,276,92,0,4,5,5,1,27,4,5,3,16,15,23,0,0,252,41,25,81,0.5483870967741935,0.7058823529411765,0,6.818181818181818,0.6060606060606061,1.9696969696969697,0.7318181818181818,0.32285471537807986,1,snowmi01w,HOU,C
7,34,34,995,78,121,349,86,0,3,2,2,3,12,4,2,6,2,9,12,0,0,281,44,35,90,0.5136612021857924,0.6879432624113475,0,7.911764705882353,0.9705882352941176,2.588235294117647,0.7316176470588235,0.31335898845519516,1,snowmi01w,HOU,C
8,34,34,892,78,107,284,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,230,35,18,91,0.49295774647887325,0.7678571428571429,0,6.764705882352941,0.5294117647058824,2.676470588235294,0.6558823529411765,0.28862012094557443,0,snowmi01w,HOU,C
9,34,34,856,75,111,238,83,2,3,0,0,0,0,0,0,0,0,0,0,0,0,230,31,18,64,0.5294117647058824,0.6974789915966386,0,6.764705882352941,0.5294117647058824,1.8823529411764706,0.6294117647058823,0.25563496426608023,0,snowmi01w,HOU,C
10,34,2,503,40,73,140,51,2,0,2,0,3,8,1,0,2,2,3,5,0,0,153,19,15,41,0.4666666666666667,0.75,0,4.264705882352941,0.4411764705882353,1.1470588235294117,0.3698529411764706,0.14018691588785046,1,snowmi01w,ATL,C
8,34,22,828,48,86,300,37,123,0,0,0,0,0,0,0,0,0,0,0,0,0,138,11,27,35,0.3933333333333333,0.8809523809523809,0,4.0588235294117645,0.7941176470588235,1.0294117647058822,0.6088235294117647,0.21818181818181817,0,spencsi01w,LAS,G
9,33,2,451,28,48,155,17,81,0,5,0,4,9,1,0,1,3,5,1,3,0,71,5,14,26,0.39520958083832336,0.9473684210526315,0,1.878787878787879,0.42424242424242425,0.696969696969697,0.3416666666666667,0.1422924901185771,1,spencsi01w,LAS,G
10,33,0,340,7,24,88,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,6,9,0.38636363636363635,1.0,0,1.1515151515151516,0.18181818181818182,0.2727272727272727,0.25757575757575757,0.30303030303030304,0,spencsi01w,NYL,G
2,23,1,265,21,16,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,7,13,0.40425531914893614,0.3333333333333333,0,2.260869565217391,0.30434782608695654,0.5652173913043478,0.28804347826086957,0.19490254872563717,0,spornra01w,DET,F
2,30,4,365,37,42,106,35,1,0,2,0,2,3,1,2,2,0,3,4,0,0,88,4,14,26,0.36036036036036034,0.6607142857142857,0,2.8333333333333335,0.4,0.8666666666666667,0.30416666666666664,0.24425287356321843,1,stafftr01w,HOU,F
3,6,0,38,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,6,0.16666666666666666,0.75,0,1.0,0.16666666666666666,1.0,0.15833333333333333,0.08620689655172414,0,stafftr01w,MIA,F
1,32,32,1099,21,80,253,65,88,1,0,0,0,0,0,0,0,0,0,0,0,0,77,1,37,91,0.3715415019762846,0.8783783783783784,0,2.40625,1.15625,2.84375,0.85859375,0.37962037962037964,0,staleda01w,CHA,G
2,32,32,1152,11,54,281,51,89,0,8,8,3,18,35,9,2,34,19,21,26,0,89,3,61,134,0.388268156424581,0.8717948717948718,0,2.21875,1.625,3.125,0.9,0.3254545454545455,1,staleda01w,CHA,G
3,32,32,1061,8,67,231,77,83,0,2,2,2,5,10,3,0,4,2,6,10,0,61,0,51,84,0.35714285714285715,0.7476635514018691,0,1.75,1.5,2.5,0.82890625,0.3727272727272727,1,staleda01w,CHA,G
4,34,34,1086,14,76,216,61,72,0,2,2,1,5,7,4,0,4,6,5,8,0,63,4,53,82,0.41201716738197425,0.8076923076923077,0,1.7058823529411764,1.4411764705882353,2.2941176470588234,0.7985294117647059,0.4055944055944056,1,staleda01w,CHA,G
5,34,34,1143,12,83,246,66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,43,74,0.43089430894308944,0.7586206896551724,0,1.7058823529411764,1.2647058823529411,2.176470588235294,0.8404411764705882,0.4201474201474202,0,staleda01w,CHA,G
6,33,26,905,9,70,159,32,56,1,5,0,0,4,14,9,0,7,9,7,8,0,74,1,45,61,0.4011627906976744,0.8085106382978723,0,2.121212121212121,1.0909090909090908,1.6363636363636365,0.6856060606060606,0.5016835016835016,1,staleda01w,HOU,G
7,34,34,1018,14,50,200,29,124,0,2,2,1,5,2,0,0,4,1,0,3,0,80,5,35,80,0.4106280193236715,0.8055555555555556,1,2.2058823529411766,1.0294117647058822,2.235294117647059,0.7485294117647059,0.3181818181818182,1,staleda01w,HOU,G
7,4,0,23,6,4,8,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,8,3,1,2,0.375,0.0,0,1.75,0.25,0.5,0.14375,0.39473684210526316,1,stansti01w,LAS,F-C
8,30,14,437,50,78,120,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,11,13,29,0.4583333333333333,0.5128205128205128,0,4.333333333333333,0.43333333333333335,0.9666666666666667,0.3641666666666667,0.5701754385964911,0,stansti01w,MIN,F-C
1,29,0,340,12,32,109,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,13,29,0.3577981651376147,0.8095238095238095,0,1.1379310344827587,0.4482758620689655,1.0,0.29310344827586204,0.18808777429467086,0,starbka01w,SAS,G
2,23,7,310,13,30,110,22,23,0,1,0,0,0,0,0,0,0,0,0,1,0,30,1,8,15,0.36936936936936937,0.8148148148148148,0,1.3043478260869565,0.34782608695652173,0.6521739130434783,0.33695652173913043,0.2545454545454545,1,starbka01w,SAS,G
3,24,0,274,3,35,69,12,19,0,2,0,1,3,1,1,1,4,2,2,1,0,29,9,16,17,0.43661971830985913,0.7777777777777778,0,1.0833333333333333,0.625,0.5416666666666666,0.28541666666666665,0.26573426573426573,1,starbka01w,SAS,G
5,12,0,117,6,7,23,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,9,0.2608695652173913,0.8333333333333334,0,0.75,0.5,0.75,0.24375,0.22222222222222224,0,starbka01w,IND,G
1,29,0,309,11,22,95,2,53,0,2,0,1,1,1,0,0,2,0,0,2,0,40,10,11,19,0.3711340206185567,0.2857142857142857,0,1.3448275862068966,0.3793103448275862,0.5862068965517241,0.2663793103448276,0.42767295597484273,1,stedika01w,SAC,G-F
2,26,17,393,9,23,94,16,35,1,0,0,0,0,0,0,0,0,0,0,0,0,35,9,16,22,0.3723404255319149,0.8,0,1.3461538461538463,0.6153846153846154,0.8461538461538461,0.3778846153846154,0.6095238095238095,0,stedika01w,SEA,G-F
1,15,1,170,15,42,54,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,9,4,22,0.4444444444444444,0.6,0,3.2,0.26666666666666666,1.4666666666666666,0.2833333333333333,0.16822429906542055,1,stepama01w,PHO,C
2,32,31,815,66,110,282,48,2,3,0,0,0,0,0,0,0,0,0,0,0,0,201,64,43,50,0.5070921985815603,0.6153846153846154,0,6.28125,1.34375,1.5625,0.63671875,0.5607476635514018,0,stepama01w,PHO,C
6,15,14,409,29,33,144,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,38,20,22,0.4722222222222222,0.65,0,5.333333333333333,1.3333333333333333,1.4666666666666666,0.6816666666666666,0.7102803738317756,0,stepama01w,PHO,C
5,7,1,36,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0.3333333333333333,0.0,0,1.2857142857142858,0.0,0.2857142857142857,0.12857142857142856,0.0,1,stephst01w,DET,C
5,29,0,259,11,32,45,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,6,11,0.3333333333333333,0.875,0,1.206896551724138,0.20689655172413793,0.3793103448275862,0.22327586206896552,0.4444444444444444,0,stevema01w,SAS,F-C
6,4,1,53,2,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,0.25,0.0,0,1.5,0.5,1.0,0.33125,0.2631578947368421,1,stevema01w,SEA,F-C
7,2,0,18,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0.2,0.0,0,1.0,0.5,1.0,0.225,0.3157894736842105,0,stevema01w,PHO,F-C
2,32,32,1023,24,75,385,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,24,68,0.4051948051948052,0.7785234899328859,1,2.40625,0.75,2.125,0.79921875,0.14705882352941177,0,stileja01w,POR,G
3,21,3,382,7,38,135,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,21,0.31851851851851853,0.8,0,0.8571428571428571,0.19047619047619047,1.0,0.45476190476190476,0.17316017316017315,0,stileja01w,POR,G
1,32,32,1123,35,77,463,99,106,0,0,0,0,0,0,0,0,0,0,0,0,0,136,23,55,86,0.46220302375809935,0.7388059701492538,0,4.25,1.71875,2.6875,0.87734375,0.2558139534883721,0,stinsan01w,CHA,G
2,32,32,1006,39,59,370,63,65,0,8,8,12,49,26,13,2,18,18,21,13,0,186,21,56,88,0.4645161290322581,0.8,0,4.28125,1.34375,2.1875,0.7859375,0.22857142857142856,1,stinsan01w,CHA,G
3,32,32,950,37,56,349,64,70,0,2,2,7,11,9,7,0,4,4,2,7,0,188,9,44,56,0.4572192513368984,0.6947368421052632,0,5.53125,1.15625,1.625,0.7421875,0.3181818181818182,1,stinsan01w,CHA,G
4,34,34,1000,28,70,321,60,75,0,2,2,4,9,7,2,0,4,4,9,7,0,149,5,50,79,0.45558739255014324,0.7840909090909091,0,4.117647058823529,1.411764705882353,2.2058823529411766,0.7352941176470589,0.23515151515151514,1,stinsan01w,CHA,G
5,34,34,777,25,60,191,34,37,1,0,0,0,0,0,0,0,0,0,0,0,0,119,7,27,41,0.41361256544502617,0.7727272727272727,0,3.5,0.7941176470588235,1.2058823529411764,0.5713235294117647,0.21729490022172948,0,stinsan01w,CHA,G
6,18,1,102,6,6,23,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,4,0.34782608695652173,0.6666666666666666,0,0.6666666666666666,0.16666666666666666,0.2222222222222222,0.14166666666666666,0.5909090909090909,1,stinsan01w,DET,G
1,21,0,117,6,22,29,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,14,0.4482758620689655,0.6666666666666666,0,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.1392857142857143,0.05747126436781609,0,stiresh01w,MIN,F
2,18,5,201,10,26,53,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,8,19,0.37735849056603776,0.7142857142857143,0,1.5,0.4444444444444444,1.0555555555555556,0.2791666666666667,0.12931034482758622,0,stiresh01w,MIN,F
3,9,0,22,4,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0.5,0.5,0,0.6666666666666666,0.0,0.2222222222222222,0.06111111111111111,0.05747126436781609,0,stiresh01w,MIN,F
2,3,0,11,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.3333333333333333,0.5,0,0.6666666666666666,0.0,0.0,0.09166666666666666,0.5263157894736842,0,stockta01w,WAS,F-C
1,27,6,424,25,67,117,27,6,1,0,0,0,0,0,0,0,0,0,0,0,0,71,23,16,32,0.39316239316239315,0.7714285714285715,0,2.6296296296296298,0.5925925925925926,1.1851851851851851,0.3925925925925926,0.22669220945083016,0,streiju01w,IND,F
2,27,26,707,45,81,207,48,9,2,0,0,0,0,0,0,0,0,0,0,0,0,139,19,37,52,0.4782608695652174,0.8421052631578947,0,5.148148148148148,1.3703703703703705,1.9259259259259258,0.6546296296296297,0.4438058748403576,0,streiju01w,IND,F
6,34,20,686,37,75,178,19,6,0,4,4,10,18,5,5,1,6,11,6,0,0,119,12,34,42,0.43781094527363185,0.7575757575757576,0,2.9705882352941178,0.8529411764705882,1.0588235294117647,0.5044117647058823,0.2560851926977688,1,streiju01w,IND,F
7,8,0,39,2,3,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0.42857142857142855,0.0,0,0.625,0.125,0.0,0.121875,0.5333333333333333,0,strotan01w,PHO,G-F
8,12,0,69,6,5,31,2,15,0,3,0,0,3,2,1,0,0,1,0,3,0,12,0,1,2,0.34210526315789475,1.0,0,0.75,0.0,0.16666666666666666,0.14375,0.5333333333333333,1,strotan01w,IND,G-F
9,21,0,160,5,17,34,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,3,0.35294117647058826,0.6666666666666666,0,0.6190476190476191,0.23809523809523808,0.14285714285714285,0.19047619047619047,0.49122807017543857,0,strotan01w,ATL,G-F
6,11,0,43,5,11,9,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,0.3333333333333333,0.8,0,0.9090909090909091,0.18181818181818182,0.36363636363636365,0.09772727272727273,0.0,1,summela01w,CON,C
7,33,3,359,12,38,74,16,15,0,2,0,0,1,0,0,0,0,0,0,0,0,37,2,3,20,0.4342105263157895,0.5925925925925926,0,1.0909090909090908,0.09090909090909091,0.6060606060606061,0.271969696969697,0.016992353440951572,1,summela01w,CON,C
4,17,0,118,1,13,32,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,5,0.40625,1.0,0,0.5882352941176471,0.29411764705882354,0.29411764705882354,0.17352941176470588,0.0,0,sun-mju01w,SEA,C
2,29,21,602,51,84,147,52,0,1,8,8,10,26,4,1,11,8,25,14,0,0,155,50,22,48,0.5025906735751295,0.7209302325581395,0,4.448275862068965,0.7241379310344828,1.3793103448275863,0.5189655172413793,0.3770544634224943,1,suttota01w,CHA,C
3,32,29,885,76,125,243,124,0,3,2,2,4,12,0,1,1,7,6,6,0,0,203,37,30,56,0.5291828793774319,0.6944444444444444,0,5.96875,0.90625,1.53125,0.69140625,0.3154205607476635,1,suttota01w,CHA,C
4,34,33,864,73,132,233,90,0,2,2,1,1,6,0,0,3,2,5,0,0,0,207,53,19,61,0.4166666666666667,0.6870229007633588,0,5.911764705882353,0.5588235294117647,1.7352941176470589,0.6352941176470588,0.4123144584936778,1,suttota01w,CHA,C
5,34,34,970,63,111,224,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211,71,31,71,0.4732142857142857,0.6975308641975309,0,6.205882352941177,0.9117647058823529,2.088235294117647,0.7132352941176471,0.5854865310610226,0,suttota01w,CHA,C
6,34,33,887,64,138,218,96,0,5,0,0,0,0,0,0,0,0,0,0,0,0,179,37,30,69,0.5091743119266054,0.6808510638297872,0,5.264705882352941,0.8823529411764706,2.0294117647058822,0.6522058823529412,0.30511269928532153,0,suttota01w,CHA,C
7,30,30,800,70,105,242,99,0,2,0,0,0,0,0,0,0,0,0,0,0,0,176,55,26,71,0.48760330578512395,0.6387096774193548,0,5.866666666666666,0.8666666666666667,2.3666666666666667,0.6666666666666666,0.514018691588785,0,suttota01w,CHA,C
8,34,33,860,66,115,307,111,0,1,6,6,7,28,4,1,12,8,15,21,0,0,212,59,36,93,0.4685714285714286,0.6988636363636364,0,5.411764705882353,1.0294117647058822,2.5,0.6323529411764706,0.38757559098405714,1,suttota01w,IND,C
9,33,33,956,63,113,289,103,1,2,3,3,6,16,1,1,4,6,12,21,0,0,224,61,21,75,0.484375,0.7068965517241379,0,6.303030303030303,0.6060606060606061,2.090909090909091,0.7242424242424242,0.48428207306711973,1,suttota01w,IND,C
10,27,25,680,44,76,204,76,0,2,10,10,15,56,5,9,14,30,30,45,0,0,214,54,24,79,0.4870967741935484,0.7278911564625851,0,5.851851851851852,0.5555555555555556,1.8148148148148149,0.6296296296296297,0.41536863966770504,1,suttota01w,IND,C
9,25,6,231,5,17,47,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,14,20,0.2765957446808511,0.8,0,1.16,0.56,0.8,0.231,0.2363636363636364,1,swanike01w,CON,G
10,33,0,388,7,34,88,16,33,0,9,0,2,9,13,2,0,7,10,0,11,0,62,3,17,53,0.3565217391304348,0.8888888888888888,0,1.606060606060606,0.45454545454545453,1.393939393939394,0.29393939393939394,0.21343873517786563,1,swanike01w,PHO,G
1,31,31,1090,40,67,484,119,91,0,6,6,9,34,19,17,0,12,11,29,17,0,229,33,104,94,0.500875656742557,0.8160919540229885,1,6.290322580645161,2.806451612903226,2.6451612903225805,0.8790322580645161,0.4981684981684982,1,swoopsh01w,HOU,G-F
3,32,32,1154,30,50,509,127,80,0,3,3,10,22,17,12,2,8,7,25,9,0,180,25,100,95,0.43006993006993005,0.8212290502793296,1,4.9375,2.75,2.71875,0.9015625,0.3833333333333333,1,swoopsh01w,HOU,G-F
4,31,30,1084,32,48,434,110,79,0,3,3,2,19,13,4,2,5,8,16,10,0,162,28,81,78,0.40625,0.8928571428571429,1,4.612903225806452,2.4838709677419355,2.3548387096774195,0.8741935483870967,0.4050632911392405,1,swoopsh01w,HOU,G-F
5,31,31,1070,38,56,429,77,65,0,0,0,0,0,0,0,0,0,0,0,0,0,153,16,47,59,0.4219114219114219,0.8555555555555555,0,4.935483870967742,1.5161290322580645,1.903225806451613,0.8629032258064516,0.41025641025641024,0,swoopsh01w,HOU,G-F
6,33,33,1225,27,54,486,153,75,0,5,5,8,28,19,7,2,15,17,21,14,0,147,28,73,87,0.4397905759162304,0.845771144278607,1,3.606060606060606,2.0,2.1818181818181817,0.928030303030303,0.48,1,swoopsh01w,HOU,G-F
7,31,31,1111,34,46,436,97,90,0,2,2,0,5,3,2,2,2,2,8,6,0,188,11,66,76,0.4118942731277533,0.7703703703703704,1,5.903225806451613,2.064516129032258,2.3870967741935485,0.8959677419354839,0.37037037037037035,1,swoopsh01w,HOU,G-F
8,3,3,106,3,3,25,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,5,9,0.36,1.0,0,5.666666666666667,1.6666666666666667,3.0,0.8833333333333333,0.19047619047619047,0,swoopsh01w,HOU,G-F
9,29,25,706,26,44,192,41,63,0,3,2,3,10,3,6,0,5,7,9,10,0,136,9,49,36,0.3824884792626728,0.7205882352941176,0,4.344827586206897,1.4827586206896552,1.0689655172413792,0.6086206896551725,0.2962962962962963,1,swoopsh01w,SEA,G-F
1,8,0,94,6,13,22,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,7,0.45454545454545453,0.5,0,1.625,0.375,0.875,0.29375,0.12987012987012989,0,tateso01w,MIN,G
5,34,34,1130,28,117,503,98,188,4,0,0,0,0,0,0,0,0,0,0,0,0,149,25,43,90,0.415506958250497,0.7596899224806202,1,4.382352941176471,1.2647058823529411,2.6470588235294117,0.8308823529411765,0.43971631205673756,0,tauradi01w,PHO,G-F
6,33,33,1089,22,111,427,121,179,2,0,0,0,0,0,0,0,0,0,0,0,0,138,28,38,112,0.4098360655737705,0.8013245033112583,0,4.181818181818182,1.1515151515151516,3.393939393939394,0.825,0.4171322160148976,0,tauradi01w,PHO,G-F
7,34,34,1152,25,100,660,143,305,2,0,0,0,0,0,0,0,0,0,0,0,0,122,27,42,79,0.45151515151515154,0.7814207650273224,1,3.588235294117647,1.2352941176470589,2.323529411764706,0.8470588235294118,0.5289617486338798,0,tauradi01w,PHO,G-F
8,32,32,1025,18,106,468,106,259,1,9,9,6,39,27,13,7,18,31,26,82,1,174,41,58,102,0.453781512605042,0.8169934640522876,0,4.21875,1.40625,2.625,0.80078125,0.48906048906048905,1,tauradi01w,PHO,G-F
9,34,34,1083,26,125,579,215,247,2,0,0,0,0,0,0,0,0,0,0,0,0,172,46,46,83,0.44559585492227977,0.8704453441295547,0,5.0588235294117645,1.3529411764705883,2.4411764705882355,0.7963235294117647,0.48043184885290147,0,tauradi01w,PHO,G-F
10,31,31,976,18,95,434,152,194,0,11,11,9,65,42,8,14,33,41,56,85,2,243,57,44,115,0.4577922077922078,0.8938053097345132,1,5.741935483870968,1.1612903225806452,2.6451612903225805,0.7870967741935484,0.5429553264604811,1,tauradi01w,PHO,G-F
5,5,0,26,0,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0.2,0.0,0,0.6,0.2,0.2,0.13,0.056074766355140186,0,tayloli01w,PHO,C
2,32,0,561,36,46,225,36,73,0,3,0,2,9,3,6,1,5,4,4,11,0,121,12,41,43,0.376,0.78,0,3.5,1.09375,1.1875,0.43828125,0.3017241379310345,1,taylope01w,CLE,F
3,30,26,908,51,66,320,87,111,0,0,0,0,0,0,0,0,0,0,0,0,0,158,11,37,58,0.415625,0.8529411764705882,0,5.266666666666667,1.2333333333333334,1.9333333333333333,0.7566666666666667,0.4540229885057471,0,taylope01w,CLE,F
4,34,33,898,44,53,340,78,99,0,3,3,1,13,3,6,1,6,10,12,10,0,161,11,44,66,0.4228723404255319,0.822429906542056,0,4.352941176470588,1.1176470588235294,1.7647058823529411,0.6602941176470588,0.3752535496957404,1,taylope01w,CLE,F
5,33,33,1076,51,108,310,93,96,1,0,0,0,0,0,0,0,0,0,0,0,0,160,14,52,81,0.4838709677419355,0.8611111111111112,0,4.848484848484849,1.5757575757575757,2.4545454545454546,0.8151515151515152,0.41797283176593525,0,taylope01w,PHO,F
6,29,29,852,38,86,261,102,94,2,0,0,0,0,0,0,0,0,0,0,0,0,120,11,38,77,0.46360153256704983,0.864406779661017,0,4.137931034482759,1.3103448275862069,2.6551724137931036,0.7344827586206897,0.35671819262782406,0,taylope01w,PHO,F
7,20,8,536,32,57,220,57,65,1,0,0,0,0,0,0,0,0,0,0,0,0,113,9,29,29,0.44545454545454544,0.8636363636363636,0,5.65,1.45,1.45,0.67,0.48706896551724144,0,taylope01w,PHO,F
8,34,34,1010,73,120,397,175,90,2,9,9,24,71,34,16,10,25,33,68,20,0,285,32,67,102,0.4911591355599214,0.8909774436090225,0,6.294117647058823,1.5,2.264705882352941,0.7426470588235294,0.5425963488843814,1,taylope01w,PHO,F
10,14,1,283,12,32,108,43,25,0,11,0,10,38,37,4,2,12,23,51,31,0,72,4,22,43,0.4925373134328358,0.8787878787878788,0,2.4285714285714284,1.2857142857142858,2.2142857142857144,0.5053571428571428,0.20935960591133004,1,taylope01w,PHO,F
3,32,32,882,17,63,166,30,100,1,6,6,3,13,47,9,1,22,22,19,22,1,97,10,34,90,0.3894230769230769,0.7796610169491526,0,2.625,0.78125,2.125,0.6890625,0.37433155080213903,1,teaslni01w,LAS,G
4,34,34,1189,30,68,288,98,165,0,9,9,11,40,71,12,0,27,23,20,45,0,215,15,51,135,0.37746478873239436,0.8636363636363636,1,5.147058823529412,1.1470588235294117,3.176470588235294,0.8742647058823529,0.36026936026936024,1,teaslni01w,LAS,G
5,34,34,1105,29,89,278,52,165,0,3,3,1,3,16,2,1,14,10,4,15,0,119,8,45,117,0.38047138047138046,0.7777777777777778,0,3.411764705882353,1.2647058823529411,3.0294117647058822,0.8125,0.36540158870255957,1,teaslni01w,LAS,G
6,19,19,551,6,38,135,22,94,0,2,1,2,5,14,3,0,3,4,9,11,0,58,4,26,50,0.3333333333333333,0.8,0,2.789473684210526,1.2105263157894737,2.473684210526316,0.725,0.27079303675048355,1,teaslni01w,LAS,G
7,34,34,975,13,81,318,76,151,1,2,2,1,10,8,1,0,7,5,7,9,0,99,11,45,84,0.3687315634218289,0.8282828282828283,0,2.6176470588235294,1.2941176470588236,2.264705882352941,0.7169117647058824,0.43211334120425027,1,teaslni01w,WAS,G
8,33,33,746,19,80,152,42,85,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,23,62,0.3355263157894737,0.9333333333333333,0,2.212121212121212,0.696969696969697,1.878787878787879,0.5651515151515152,0.3196480938416422,0,teaslni01w,WAS,G
10,21,17,456,3,44,69,10,47,0,5,5,0,1,9,1,1,9,16,6,10,0,32,6,16,37,0.40229885057471265,0.7777777777777778,0,1.4761904761904763,0.7142857142857143,1.3333333333333333,0.5428571428571428,0.38311688311688313,1,teaslni01w,DET,G
7,16,0,105,11,18,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,3,3,4,0.5185185185185185,0.5,0,1.6875,0.1875,0.25,0.1640625,0.05257009345794392,1,teilaza01w,WAS,C
7,10,0,53,4,14,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,8,0.5789473684210527,0.2,0,1.4,0.0,0.8,0.1325,0.6371191135734071,1,terryka01w,IND,F-C
8,9,0,54,5,18,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,11,0.25,0.75,0,1.5555555555555556,0.2222222222222222,1.2222222222222223,0.15,0.39473684210526316,1,terryka01w,IND,F-C
9,22,8,299,28,55,81,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,10,43,0.4567901234567901,0.6060606060606061,0,3.1363636363636362,0.45454545454545453,1.9545454545454546,0.3397727272727273,0.6107862248213125,1,terryka01w,IND,F-C
8,17,0,122,11,22,38,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,1,7,0.39473684210526316,0.9285714285714286,0,1.6470588235294117,0.058823529411764705,0.4117647058823529,0.17941176470588235,0.14198782961460446,0,thomaca01w,CHI,F
5,31,8,547,43,80,143,28,11,0,3,3,11,23,2,1,1,2,14,0,1,0,143,15,19,29,0.4727272727272727,0.6829268292682927,0,3.870967741935484,0.5806451612903226,0.8709677419354839,0.4411290322580645,0.12662044015676815,1,thomach01w,LAS,C
6,32,0,520,28,102,96,22,12,1,2,0,1,2,2,0,2,2,7,1,1,0,106,21,11,27,0.51,0.696969696969697,0,3.25,0.34375,0.78125,0.40625,0.16647196261682243,1,thomach01w,LAS,C
7,27,1,539,43,80,133,30,20,1,5,0,1,16,4,3,6,1,13,5,3,0,159,20,23,43,0.4967741935483871,0.6538461538461539,0,5.296296296296297,0.7407407407407407,1.5555555555555556,0.49907407407407406,0.14537902388369675,1,thomach01w,LAS,C
8,34,19,640,66,119,237,53,17,2,0,0,0,0,0,0,0,0,0,0,0,0,179,9,22,46,0.4810126582278481,0.7571428571428571,0,5.264705882352941,0.6470588235294118,1.3529411764705883,0.47058823529411764,0.074216602528862,0,thomach01w,LAS,C
9,20,0,159,10,33,34,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,2,8,0.35294117647058826,0.5,0,2.0,0.1,0.4,0.19875,0.11214953271028037,1,thomach01w,LAS,C
10,11,0,66,5,15,21,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,6,0.047619047619047616,0.5,0,1.3636363636363635,0.2727272727272727,0.5454545454545454,0.15,0.12744265080713676,0,thomach01w,MIN,C
4,32,25,852,63,62,296,71,6,1,3,3,6,23,4,1,4,6,11,17,2,0,187,17,29,48,0.4603658536585366,0.7850467289719626,0,5.125,0.875,1.3125,0.665625,0.44181034482758624,1,thomala01w,CLE,F
