year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_blocks_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,FG%_weighted_mean,FT%_weighted_mean,award_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Rebounds_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,Usability_weighted_mean,POSITION_METRIC_weighted_mean,num_trophies,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_6,GS,PF,POSITION_METRIC,Usability,assists,award,blocks,dRebounds,dq,fgAttempted,fgMade,ftAttempted,ftMade,minutes,oRebounds,points,rebounds,steals,threeAttempted,threeMade,total_assists,total_blocks,total_points,total_rebounds,total_steals,total_turnovers,turnovers
4,1,0.45,1,0.42,0.17,0.0,0.35,0.3,0.42,0.42,0.33,0.35,0.47,0.35,0.42,0.48,0.49,0.45,0.27,0.46,0.31,0.34,0.31,0.38,0.37,0.23,0.26,0.43,0.32,0.31,0.36,0.35,0.29,0.41,0.44,0.35,0.0,0.21,0.4,0.55,0.45,0.68,0.32,0.42,0.58,0.5,0.5,SAC,1.0,1.0,19.2,704.85,249.84,37.72,75.16,112.87,60.97,31.08,15.0,49.4,65.41,213.97,90.53,72.97,54.55,44.07,267.74,120.33,64.96,15.91,32.83,51.87,0.41,0.71,0.0,9.4,4.28,2.38,0.54,1.17,1.85,0.62,0.36,0.0,2.39,0.63,9.95,4.69,1.19,1.9,0.41,0.7,26.71,18.32,68.51,0.38,0.64,59.77,0.0,17.66,80.61,0.68,218.36,94.35,80.26,59.29,700.98,41.79,257.35,122.4,30.47,29.02,9.35,63.67,18.53,273.43,129.59,31.89,52.03,49.66
5,1,0.39,1,0.65,0.3,0.0,0.39,0.38,0.36,0.4,0.35,0.39,0.48,0.39,0.47,0.53,0.51,0.51,0.25,0.43,0.33,0.35,0.33,0.35,0.35,0.25,0.29,0.43,0.39,0.36,0.39,0.38,0.25,0.53,0.47,0.35,0.4,0.4,0.43,0.56,0.44,0.68,0.32,0.44,0.56,0.52,0.48,SAC,1.8,1.8,20.03,733.3,256.63,38.95,78.76,117.71,64.71,32.5,14.81,50.34,67.9,224.32,94.06,73.72,53.41,47.09,285.65,131.49,71.1,16.29,34.81,55.26,0.4,0.7,0.04,9.35,4.33,2.38,0.53,1.15,1.83,0.61,0.37,0.4,2.43,0.56,9.71,4.58,1.16,1.86,0.41,0.69,29.49,18.39,68.83,0.37,0.62,65.05,0.04,15.75,82.67,0.73,228.36,96.47,76.86,55.3,737.95,40.74,263.22,123.42,32.08,45.1,14.98,72.31,17.35,292.77,138.44,34.24,55.69,50.58
6,1,0.4,1,0.77,0.37,0.0,0.42,0.4,0.34,0.38,0.34,0.35,0.56,0.34,0.46,0.5,0.51,0.57,0.28,0.41,0.34,0.34,0.29,0.37,0.36,0.28,0.3,0.37,0.35,0.31,0.4,0.4,0.26,0.62,0.43,0.35,0.6,0.53,0.44,0.56,0.44,0.64,0.36,0.47,0.53,0.53,0.47,SAC,2.2,2.2,20.09,729.5,254.2,39.94,75.3,115.24,62.72,33.31,14.28,49.88,66.89,222.48,93.99,71.74,51.94,43.74,288.75,131.12,70.44,16.58,37.35,56.28,0.41,0.69,0.03,9.19,4.19,2.29,0.52,1.19,1.81,0.59,0.36,0.27,2.49,0.51,8.91,4.72,1.25,2.0,0.42,0.71,31.33,17.17,71.7,0.37,0.59,68.03,0.0,13.93,84.98,0.57,201.08,88.33,81.6,57.97,737.5,45.55,246.81,130.53,35.01,35.28,12.19,76.41,16.18,278.76,147.13,39.25,62.11,55.26
7,1,0.29,1,0.83,0.55,0.29,0.42,0.38,0.38,0.44,0.33,0.32,0.57,0.35,0.47,0.49,0.56,0.58,0.32,0.37,0.35,0.3,0.25,0.38,0.38,0.23,0.25,0.27,0.35,0.27,0.36,0.51,0.26,0.7,0.44,0.32,0.71,0.56,0.44,0.63,0.37,0.71,0.29,0.54,0.46,0.62,0.38,SAC,3.57,1.86,19.99,716.06,250.75,38.9,73.9,112.8,60.22,32.24,13.45,48.9,66.38,217.4,92.21,72.53,52.07,42.27,293.0,131.63,69.75,15.51,36.69,56.43,0.41,0.69,0.06,9.46,4.23,2.28,0.49,1.18,1.84,0.58,0.36,0.48,2.53,0.48,9.99,4.75,1.33,1.99,0.42,0.71,30.98,18.32,66.9,0.4,0.6,65.49,0.05,13.13,82.37,0.34,215.59,92.55,82.26,58.23,739.27,42.76,258.75,125.13,35.61,42.97,15.43,77.36,15.27,308.42,148.19,41.37,60.97,52.11
8,1,0.24,1,0.9,0.71,0.38,0.46,0.45,0.45,0.51,0.35,0.35,0.65,0.38,0.52,0.46,0.59,0.64,0.4,0.3,0.41,0.35,0.28,0.42,0.41,0.26,0.3,0.23,0.38,0.28,0.37,0.56,0.27,0.79,0.46,0.37,0.86,0.66,0.44,0.64,0.36,0.74,0.26,0.52,0.48,0.59,0.41,SAC,4.52,2.19,19.42,701.31,246.91,38.16,74.04,112.2,57.94,31.92,11.64,48.27,64.54,214.63,90.0,72.15,52.15,43.05,300.95,135.52,69.79,13.82,37.65,57.19,0.41,0.7,0.13,9.57,4.28,2.22,0.43,1.18,1.84,0.56,0.35,0.95,2.13,0.39,8.9,4.29,1.17,1.77,0.4,0.7,30.58,16.95,61.78,0.4,0.54,55.52,0.1,10.34,75.49,0.23,194.77,80.82,71.43,50.71,669.5,36.66,226.61,112.15,31.32,41.2,14.27,66.31,12.12,275.51,133.92,36.49,54.3,46.31
9,1,0.24,1,0.81,0.55,0.31,0.49,0.51,0.54,0.57,0.37,0.36,0.76,0.4,0.59,0.47,0.58,0.68,0.55,0.27,0.45,0.4,0.33,0.45,0.42,0.32,0.37,0.21,0.38,0.28,0.41,0.6,0.34,0.88,0.48,0.43,0.95,0.75,0.44,0.63,0.37,0.73,0.27,0.51,0.49,0.58,0.42,SAC,3.76,2.19,19.32,690.29,247.57,40.63,73.99,114.62,55.64,31.62,10.8,48.93,62.98,215.52,89.56,72.41,53.33,43.31,295.35,135.25,65.86,12.77,36.81,56.94,0.41,0.72,0.1,9.43,4.32,2.08,0.41,1.15,1.87,0.55,0.38,0.76,2.1,0.35,8.78,4.15,1.13,1.81,0.39,0.72,29.81,18.44,59.05,0.37,0.55,55.91,0.04,9.06,73.82,0.32,204.01,81.51,66.76,49.13,674.77,36.6,229.71,110.42,30.79,49.87,17.55,65.39,10.6,267.95,126.31,35.23,53.58,46.47
10,1,0.27,0,0.74,0.4,0.24,0.5,0.54,0.64,0.66,0.41,0.37,0.77,0.43,0.61,0.42,0.61,0.71,0.64,0.21,0.49,0.49,0.38,0.44,0.41,0.37,0.42,0.2,0.42,0.3,0.48,0.7,0.39,0.91,0.63,0.49,1.0,0.74,0.43,0.62,0.38,0.74,0.26,0.46,0.54,0.55,0.45,SAC,3.1,2.19,19.13,664.33,245.43,39.75,72.63,112.38,52.0,30.66,9.44,48.05,61.17,212.11,87.85,71.87,53.55,44.02,287.46,130.09,61.27,10.99,35.16,55.13,0.41,0.72,0.08,9.18,4.18,1.95,0.36,1.12,1.84,0.53,0.38,0.57,1.84,0.3,8.37,3.72,1.11,1.78,0.41,0.75,29.4,16.1,59.63,0.35,0.51,49.76,0.02,8.13,65.99,0.29,195.47,79.65,65.62,48.69,630.83,34.74,225.53,100.72,30.19,46.89,17.53,57.65,9.22,256.15,113.25,33.83,52.28,46.06
2,1,0.57,1,0.0,0.0,0.0,0.44,0.21,0.82,0.78,0.12,0.1,0.5,0.5,0.55,0.45,0.7,0.14,0.59,0.61,0.44,0.46,0.32,0.56,0.57,0.32,0.3,0.26,0.08,0.07,0.39,0.68,0.69,0.18,0.3,0.5,0.0,0.0,0.23,0.59,0.41,0.73,0.27,0.42,0.58,0.64,0.35,SAS,1.53,1.51,17.73,632.65,253.81,37.76,76.62,114.38,53.45,21.52,14.98,51.9,66.91,196.83,90.86,82.95,64.01,23.06,253.81,114.38,53.45,14.98,21.52,51.9,0.42,0.75,0.0,9.42,4.22,2.3,0.51,0.84,1.96,0.62,0.42,0.0,2.56,0.57,10.59,4.91,0.94,2.18,0.45,0.77,27.33,22.11,80.18,0.48,0.7,61.56,0.0,16.84,94.55,1.22,228.52,105.04,94.9,72.92,745.6,44.74,290.79,139.29,26.23,21.85,7.78,61.56,16.84,290.79,139.29,26.23,60.76,60.76
3,1,0.38,1,0.33,0.0,0.0,0.37,0.17,0.62,0.59,0.09,0.08,0.34,0.57,0.54,0.45,0.55,0.1,0.45,0.61,0.34,0.35,0.33,0.48,0.48,0.22,0.27,0.37,0.14,0.15,0.33,0.52,0.58,0.06,0.48,0.38,0.0,0.08,0.25,0.61,0.38,0.6,0.4,0.64,0.36,0.57,0.43,SAS,0.0,1.33,20.69,759.84,274.26,38.33,93.81,132.14,64.73,24.06,18.62,57.54,74.19,220.4,99.66,85.4,65.26,27.17,285.72,137.84,67.1,19.73,25.16,59.82,0.42,0.76,0.0,9.74,4.66,2.37,0.64,0.87,2.05,0.66,0.44,0.0,2.42,0.66,10.49,4.95,0.92,2.14,0.44,0.76,27.99,21.89,73.77,0.45,0.7,64.67,0.0,18.96,96.93,0.95,235.03,105.84,92.49,69.31,792.48,41.63,289.71,138.56,24.98,25.75,8.72,67.23,20.06,301.98,144.4,26.16,61.43,59.12
4,1,0.33,0,0.67,0.0,0.0,0.39,0.2,0.77,0.75,0.1,0.07,0.42,0.52,0.54,0.38,0.57,0.16,0.47,0.68,0.39,0.39,0.38,0.5,0.49,0.2,0.2,0.45,0.17,0.21,0.34,0.65,0.5,0.13,0.53,0.41,0.0,0.08,0.28,0.64,0.36,0.67,0.33,0.61,0.39,0.58,0.42,SAS,1.0,2.17,21.49,776.85,290.08,40.24,90.33,130.57,64.23,26.16,19.71,60.64,75.93,229.44,103.4,95.42,73.38,27.82,319.47,144.63,71.07,22.25,28.71,67.13,0.43,0.76,0.0,10.81,4.9,2.42,0.73,0.98,2.27,0.66,0.44,0.0,2.6,0.82,11.03,4.5,0.95,2.38,0.41,0.74,27.55,23.37,73.23,0.43,0.69,68.39,0.0,23.03,85.17,0.52,242.52,107.32,93.32,71.44,800.28,34.1,296.08,119.27,25.32,29.42,9.99,75.67,25.14,323.2,130.54,27.75,69.95,63.47
5,1,0.49,0,0.4,0.0,0.0,0.35,0.3,0.71,0.71,0.12,0.12,0.46,0.57,0.59,0.28,0.66,0.1,0.47,0.68,0.35,0.42,0.45,0.54,0.54,0.23,0.27,0.54,0.33,0.35,0.39,0.61,0.51,0.13,0.52,0.45,0.4,0.32,0.4,0.51,0.49,0.6,0.4,0.43,0.57,0.5,0.5,SAS,0.6,1.3,22.56,803.89,287.26,40.27,93.24,133.51,61.05,25.28,20.06,60.23,78.53,239.44,102.08,95.45,72.57,31.33,304.89,141.95,65.16,21.58,26.81,64.12,0.41,0.75,0.0,9.88,4.59,2.13,0.68,0.87,2.08,0.65,0.42,0.0,2.03,0.63,10.43,4.49,0.99,2.12,0.42,0.73,28.69,21.55,66.95,0.42,0.61,59.57,0.0,18.4,88.47,0.49,253.56,108.01,102.09,76.69,750.64,40.53,299.27,129.0,28.85,25.5,6.56,63.01,19.77,317.56,137.41,30.36,64.87,60.87
6,1,0.61,0,0.27,0.0,0.0,0.35,0.29,0.63,0.6,0.1,0.1,0.4,0.52,0.53,0.3,0.6,0.22,0.46,0.55,0.33,0.46,0.42,0.44,0.44,0.29,0.3,0.47,0.35,0.34,0.47,0.52,0.52,0.22,0.49,0.46,0.6,0.47,0.41,0.4,0.6,0.5,0.5,0.34,0.66,0.41,0.59,SAS,0.4,0.87,20.61,736.55,259.65,35.96,82.67,118.64,55.61,24.71,16.01,54.88,69.76,218.08,93.06,83.42,64.08,28.28,271.4,124.26,58.35,17.03,25.73,57.48,0.41,0.75,0.0,9.08,4.12,1.95,0.55,0.89,1.92,0.62,0.4,0.0,2.0,0.19,9.59,3.27,0.99,1.85,0.41,0.66,26.94,21.77,58.95,0.26,0.61,56.59,0.06,4.92,62.18,0.45,218.82,92.9,83.11,64.39,696.42,25.53,263.16,87.7,26.77,40.91,12.97,59.51,5.35,276.27,93.11,27.92,53.91,51.17
7,1,0.68,0,0.19,0.0,0.0,0.32,0.24,0.59,0.56,0.14,0.14,0.3,0.48,0.46,0.26,0.59,0.17,0.49,0.44,0.3,0.48,0.42,0.42,0.41,0.28,0.27,0.47,0.35,0.34,0.51,0.55,0.54,0.2,0.51,0.47,0.71,0.52,0.4,0.32,0.68,0.43,0.57,0.26,0.74,0.3,0.7,SAS,0.29,0.62,19.99,716.2,245.12,31.92,76.54,108.46,54.26,23.82,12.85,53.74,66.25,206.65,87.21,77.74,60.23,31.33,253.51,112.48,56.21,13.58,24.55,55.59,0.41,0.74,0.0,8.49,3.72,1.88,0.44,0.85,1.86,0.6,0.35,0.0,2.27,0.2,8.05,2.58,0.79,1.72,0.39,0.72,26.32,18.43,52.47,0.29,0.58,62.33,0.0,5.25,52.85,0.46,187.88,78.96,62.93,50.43,665.1,20.46,223.69,73.31,21.1,46.4,15.33,65.59,5.5,234.32,77.36,22.15,49.66,47.98
8,1,0.71,1,0.12,0.0,0.0,0.38,0.37,0.55,0.52,0.27,0.27,0.36,0.54,0.53,0.32,0.54,0.21,0.45,0.33,0.36,0.56,0.49,0.42,0.4,0.31,0.29,0.51,0.49,0.46,0.54,0.51,0.49,0.25,0.5,0.52,0.86,0.59,0.39,0.3,0.7,0.37,0.63,0.3,0.7,0.33,0.67,SAS,0.19,0.38,20.14,706.03,245.26,32.18,76.31,108.49,55.3,25.23,10.46,50.16,62.54,211.35,87.49,74.34,57.85,37.29,250.59,111.03,56.55,10.92,25.69,51.34,0.4,0.75,0.0,8.33,3.66,1.86,0.36,0.86,1.71,0.59,0.35,0.0,2.26,0.41,9.99,4.03,1.13,1.95,0.41,0.77,29.52,24.9,68.1,0.33,0.66,65.52,0.02,11.21,86.11,0.5,249.31,103.64,84.12,66.13,805.34,34.99,288.84,121.1,32.4,46.02,15.43,69.22,12.35,303.64,127.26,33.85,59.01,55.57
9,1,0.58,1,0.33,0.14,0.0,0.44,0.45,0.5,0.44,0.4,0.39,0.36,0.55,0.54,0.4,0.54,0.31,0.51,0.33,0.41,0.57,0.51,0.45,0.42,0.31,0.3,0.52,0.53,0.49,0.53,0.46,0.46,0.4,0.49,0.55,0.95,0.67,0.39,0.37,0.63,0.39,0.61,0.41,0.59,0.4,0.6,SAS,0.67,1.0,20.49,714.77,253.41,32.49,76.67,109.16,58.38,26.69,10.56,51.26,63.07,218.72,91.67,70.62,55.6,41.9,271.33,116.53,62.72,11.61,28.19,54.28,0.41,0.76,0.0,8.99,3.82,2.07,0.38,0.93,1.81,0.59,0.35,0.0,2.48,0.54,11.06,4.47,1.04,2.14,0.43,0.79,28.65,24.68,70.63,0.35,0.66,68.51,0.01,14.0,88.04,0.38,249.34,111.02,79.17,63.3,800.8,35.38,301.08,123.41,29.92,44.7,15.72,75.27,15.88,333.25,136.9,32.19,63.71,58.31
10,1,0.41,1,0.52,0.4,0.14,0.48,0.47,0.53,0.44,0.47,0.46,0.26,0.62,0.55,0.51,0.5,0.36,0.51,0.38,0.45,0.58,0.55,0.44,0.41,0.29,0.32,0.56,0.59,0.55,0.49,0.46,0.48,0.46,0.43,0.54,1.0,0.7,0.38,0.49,0.51,0.52,0.48,0.49,0.51,0.43,0.57,SAS,1.62,2.14,21.01,736.56,276.53,30.94,84.06,115.0,64.0,28.36,11.6,52.76,62.16,233.44,99.8,75.18,60.29,48.98,315.24,128.95,72.34,13.42,31.47,59.51,0.41,0.77,0.04,10.17,4.16,2.33,0.44,1.02,1.94,0.6,0.34,0.29,2.76,0.55,12.1,4.71,1.14,2.26,0.43,0.81,30.1,24.3,69.68,0.35,0.66,74.63,0.05,14.58,94.33,0.42,261.62,116.53,85.53,69.59,815.2,32.51,321.24,126.85,31.48,54.15,18.6,85.31,16.99,373.77,146.33,35.62,68.87,59.56
11,1,0.37,1,0.57,0.33,0.12,0.53,0.52,0.51,0.42,0.61,0.61,0.23,0.62,0.54,0.59,0.46,0.39,0.5,0.37,0.51,0.64,0.59,0.44,0.39,0.32,0.35,0.56,0.62,0.57,0.48,0.45,0.48,0.47,0.4,0.59,1.0,0.76,0.36,0.5,0.5,0.55,0.45,0.47,0.53,0.46,0.54,SAS,1.62,2.33,21.01,740.84,291.79,30.79,84.46,115.25,66.51,28.84,11.57,52.79,60.49,242.64,105.06,76.24,61.35,59.42,332.9,129.58,75.03,13.27,32.17,59.28,0.41,0.78,0.03,10.91,4.27,2.43,0.44,1.04,1.96,0.61,0.35,0.24,2.73,0.5,13.03,4.09,1.42,2.12,0.42,0.82,31.15,26.17,70.0,0.36,0.69,77.59,0.03,14.03,87.36,0.58,303.03,131.15,91.72,75.42,876.09,29.61,368.99,116.97,41.44,87.76,31.28,85.92,15.82,412.92,130.54,45.61,66.57,59.58
2,1,1.0,0,0.0,0.0,0.0,0.04,0.0,0.14,0.22,0.21,0.27,0.07,0.0,0.0,0.0,0.55,0.37,0.51,0.2,0.0,0.26,0.05,0.47,0.43,0.13,0.04,0.12,0.41,0.26,0.4,0.33,0.58,0.54,0.39,0.31,0.0,0.12,0.42,0.09,0.91,0.2,0.8,0.09,0.91,0.11,0.89,SEA,1.53,1.51,13.82,526.28,149.53,19.31,42.14,61.44,32.7,21.19,7.45,40.16,50.51,142.51,54.94,46.23,30.82,29.34,149.53,61.44,32.7,7.45,21.19,40.16,0.37,0.66,0.0,6.42,2.44,1.32,0.28,0.83,1.64,0.53,0.25,0.0,1.32,0.31,5.53,2.48,0.81,1.66,0.39,0.59,27.07,12.58,59.55,0.27,0.5,38.29,0.0,8.81,48.18,0.58,140.17,54.68,50.31,31.99,563.04,20.36,151.25,68.54,23.95,31.14,9.9,38.35,8.81,151.25,68.6,23.95,45.21,45.1
3,1,1.0,1,0.0,0.0,0.0,0.07,0.07,0.21,0.3,0.27,0.32,0.23,0.08,0.13,0.05,0.46,0.43,0.24,0.34,0.05,0.23,0.07,0.32,0.3,0.15,0.03,0.15,0.47,0.32,0.37,0.25,0.33,0.51,0.4,0.24,0.0,0.2,0.26,0.2,0.8,0.25,0.75,0.25,0.75,0.19,0.81,SEA,1.53,1.51,16.26,615.45,182.04,26.62,55.11,81.73,37.92,25.88,12.5,39.76,55.19,173.31,65.8,57.57,39.1,37.94,182.04,81.73,37.92,12.5,25.88,39.76,0.37,0.67,0.0,6.6,2.88,1.35,0.44,0.91,1.44,0.54,0.3,0.0,1.43,0.55,6.95,3.23,0.91,1.49,0.37,0.67,27.47,16.27,58.13,0.33,0.55,41.17,0.0,15.46,63.49,0.63,189.87,72.34,64.79,44.8,638.64,28.73,202.26,92.22,26.52,42.17,12.78,41.41,15.51,202.59,92.61,26.58,42.79,42.63
4,1,0.71,0,0.25,0.0,0.0,0.19,0.18,0.23,0.24,0.41,0.41,0.4,0.16,0.26,0.24,0.47,0.47,0.27,0.46,0.16,0.25,0.11,0.31,0.3,0.1,0.04,0.19,0.36,0.25,0.35,0.18,0.36,0.53,0.4,0.25,0.0,0.14,0.27,0.37,0.63,0.42,0.58,0.38,0.62,0.33,0.67,SEA,0.0,1.0,15.66,584.67,191.0,28.1,54.84,82.94,43.01,25.05,13.61,39.97,52.44,175.38,69.25,52.49,38.3,42.51,196.58,84.92,44.41,14.02,25.95,41.39,0.38,0.71,0.0,7.25,3.21,1.66,0.51,0.97,1.56,0.56,0.3,0.0,2.07,0.58,8.92,3.26,1.05,1.71,0.39,0.76,26.37,18.89,54.15,0.3,0.58,57.75,0.0,15.63,61.62,0.35,217.84,88.77,64.02,50.84,666.49,28.09,249.41,89.71,28.42,58.73,21.02,60.53,16.22,259.58,92.25,29.86,49.14,47.4
5,1,0.66,1,0.15,0.0,0.0,0.32,0.27,0.27,0.24,0.43,0.44,0.43,0.3,0.37,0.36,0.5,0.38,0.26,0.47,0.27,0.32,0.23,0.31,0.3,0.17,0.14,0.3,0.35,0.28,0.3,0.16,0.34,0.42,0.34,0.3,0.4,0.37,0.29,0.44,0.56,0.55,0.45,0.35,0.65,0.38,0.62,SEA,0.0,0.6,17.32,628.4,219.84,30.35,63.86,94.22,50.22,24.5,14.34,42.39,55.59,193.92,80.74,55.73,42.29,47.76,223.19,95.41,51.06,14.59,25.04,43.24,0.39,0.73,0.06,7.76,3.42,1.77,0.51,0.9,1.55,0.57,0.33,0.4,2.26,0.57,10.35,4.21,1.03,1.92,0.42,0.74,28.38,20.05,64.05,0.36,0.62,66.59,0.08,16.46,83.94,0.64,264.54,112.08,72.65,55.97,734.02,37.52,303.02,121.46,29.69,67.39,22.89,68.21,16.81,310.11,124.14,30.89,55.7,54.11
6,1,0.49,1,0.43,0.33,0.33,0.37,0.31,0.37,0.33,0.45,0.43,0.46,0.34,0.42,0.42,0.53,0.46,0.31,0.46,0.33,0.36,0.27,0.3,0.3,0.19,0.15,0.27,0.33,0.26,0.34,0.3,0.35,0.46,0.39,0.33,0.6,0.47,0.32,0.5,0.5,0.62,0.38,0.39,0.61,0.45,0.55,SEA,2.0,1.07,19.12,684.86,249.51,32.89,71.08,103.97,56.4,27.46,14.97,47.42,61.58,213.09,90.6,64.33,49.91,51.45,274.8,114.87,62.43,16.25,30.35,52.74,0.4,0.74,0.08,9.11,3.89,2.04,0.55,1.02,1.77,0.58,0.34,0.6,2.37,0.7,11.27,4.24,0.98,1.98,0.41,0.76,28.24,17.43,58.22,0.34,0.6,65.63,0.12,19.45,80.83,0.44,255.48,111.41,72.74,57.65,706.21,33.3,307.63,114.14,26.03,73.22,27.17,72.99,21.03,339.65,126.05,29.29,57.73,52.39
7,1,0.39,1,0.45,0.24,0.24,0.42,0.34,0.44,0.38,0.42,0.41,0.44,0.42,0.47,0.43,0.54,0.35,0.35,0.51,0.38,0.41,0.34,0.34,0.33,0.2,0.17,0.3,0.32,0.27,0.41,0.4,0.38,0.38,0.45,0.38,0.71,0.53,0.36,0.54,0.46,0.67,0.33,0.39,0.61,0.5,0.5,SEA,1.71,1.33,19.58,697.21,259.31,33.72,75.01,108.73,56.87,25.79,15.94,49.32,63.33,218.25,93.73,68.21,53.58,51.91,283.97,119.1,62.48,17.09,28.47,54.37,0.41,0.74,0.06,9.3,3.96,2.04,0.56,0.95,1.82,0.59,0.34,0.43,2.01,0.61,9.62,4.19,0.81,1.81,0.41,0.74,27.63,18.88,62.08,0.33,0.58,55.94,0.08,17.21,81.4,0.62,221.44,96.99,67.07,53.09,684.03,33.83,267.42,115.22,21.77,56.77,20.36,61.26,18.45,291.87,125.19,24.32,53.05,48.68
8,1,0.35,1,0.5,0.19,0.19,0.51,0.41,0.54,0.46,0.44,0.43,0.44,0.53,0.56,0.45,0.58,0.31,0.46,0.5,0.47,0.49,0.44,0.4,0.39,0.25,0.24,0.31,0.33,0.28,0.43,0.47,0.46,0.36,0.43,0.46,0.86,0.6,0.39,0.56,0.44,0.66,0.34,0.47,0.53,0.52,0.48,SEA,1.67,1.62,19.34,684.8,266.04,33.53,77.21,110.74,56.04,24.75,15.32,49.71,63.21,218.5,96.2,69.64,55.37,51.77,292.07,121.53,61.83,16.71,27.27,54.64,0.42,0.74,0.11,9.63,4.18,1.99,0.56,0.92,1.83,0.58,0.34,0.9,1.93,0.55,9.41,4.01,0.79,1.81,0.41,0.73,27.25,17.42,57.25,0.36,0.55,54.0,0.14,14.59,74.62,0.54,212.96,93.17,64.62,51.18,635.26,30.08,257.16,104.7,21.18,55.47,19.64,58.8,15.78,279.84,113.3,23.2,52.15,48.21
9,1,0.35,1,0.52,0.14,0.14,0.58,0.49,0.62,0.51,0.52,0.51,0.45,0.61,0.62,0.48,0.56,0.29,0.51,0.52,0.56,0.58,0.54,0.42,0.38,0.34,0.32,0.34,0.38,0.32,0.51,0.49,0.49,0.37,0.39,0.55,0.95,0.65,0.4,0.56,0.44,0.68,0.32,0.43,0.57,0.53,0.47,SEA,1.29,1.81,19.64,688.15,280.77,33.71,80.03,113.74,56.89,24.5,15.51,50.54,62.5,225.9,100.7,72.53,58.75,57.83,306.26,124.21,62.25,16.84,26.78,55.22,0.42,0.74,0.13,10.0,4.21,1.99,0.56,0.89,1.85,0.58,0.35,1.0,2.5,0.68,11.5,4.93,1.12,2.05,0.42,0.76,27.85,20.13,57.33,0.43,0.64,66.46,0.25,17.88,86.79,0.32,248.81,110.72,91.44,72.08,734.41,39.84,310.88,126.63,29.84,49.75,17.37,73.38,19.7,346.21,142.53,32.58,58.35,52.76
10,1,0.29,1,0.52,0.1,0.1,0.58,0.51,0.65,0.57,0.48,0.49,0.45,0.67,0.66,0.48,0.59,0.32,0.53,0.51,0.56,0.57,0.57,0.45,0.41,0.37,0.39,0.35,0.43,0.36,0.49,0.53,0.49,0.39,0.37,0.55,1.0,0.66,0.41,0.6,0.4,0.75,0.25,0.42,0.58,0.57,0.43,SEA,1.19,1.9,19.56,688.15,280.3,33.17,81.08,114.25,57.13,25.13,15.07,50.55,62.81,226.66,100.43,74.95,60.19,55.93,304.92,124.23,61.94,16.24,27.64,55.12,0.42,0.74,0.1,10.23,4.27,1.99,0.56,0.93,1.86,0.58,0.37,0.76,2.33,0.64,10.12,4.26,0.94,2.0,0.42,0.74,29.29,18.03,65.27,0.38,0.59,66.4,0.09,16.93,79.19,0.55,223.3,97.75,79.39,62.55,703.08,34.27,275.73,113.46,25.6,51.01,17.67,71.7,18.32,300.62,124.36,27.75,58.74,53.81
11,1,0.24,1,0.52,0.05,0.05,0.57,0.52,0.67,0.59,0.49,0.49,0.42,0.67,0.66,0.48,0.63,0.37,0.57,0.53,0.56,0.56,0.57,0.48,0.43,0.44,0.47,0.35,0.45,0.38,0.48,0.55,0.51,0.47,0.39,0.56,1.0,0.76,0.4,0.61,0.39,0.75,0.25,0.43,0.57,0.61,0.39,SEA,1.05,2.0,19.6,700.81,280.53,33.09,81.39,114.48,58.25,26.37,14.61,51.37,64.8,228.2,100.43,75.79,60.68,54.81,303.87,123.64,62.92,15.7,28.89,55.72,0.41,0.74,0.1,10.24,4.43,2.08,0.56,1.09,1.92,0.6,0.38,0.81,2.58,0.52,12.01,4.44,1.01,2.09,0.42,0.79,29.04,22.43,68.71,0.43,0.67,72.09,0.17,13.79,84.7,0.68,261.74,113.68,84.86,69.38,797.56,34.6,322.53,119.3,27.8,73.52,25.79,79.93,14.98,359.2,132.46,30.33,62.73,56.38
